order_id,user_id,order_date,revenue,plan_type,is_refund
O26933,26933,2024-01-16,99.0,Pro,0
O26944,26944,2024-01-23,49.0,Basic,0
O26948,26948,2024-01-16,89.1,Pro,0
O26956,26956,2024-01-18,49.0,Basic,0
O26959,26959,2024-01-12,269.1,Enterprise,0
O26966,26966,2024-01-23,269.1,Enterprise,0
O26967,26967,2024-01-08,99.0,Pro,0
O26975,26975,2024-01-18,299.0,Enterprise,0
O26985,26985,2024-01-05,299.0,Enterprise,0
O26990,26990,2024-01-12,44.1,Basic,0
O26991,26991,2024-01-24,44.1,Basic,0
O26993,26993,2024-01-20,299.0,Enterprise,0
O27002,27002,2024-01-18,269.1,Enterprise,0
O27003,27003,2024-01-17,269.1,Enterprise,0
O27006,27006,2024-01-05,99.0,Pro,0
O27011,27011,2024-01-07,299.0,Enterprise,0
O27017,27017,2024-01-20,49.0,Basic,0
O27025,27025,2024-01-12,299.0,Enterprise,0
O27031,27031,2024-01-18,49.0,Basic,0
O27036,27036,2024-01-22,44.1,Basic,0
O27040,27040,2024-01-26,269.1,Enterprise,0
O27042,27042,2024-01-18,269.1,Enterprise,0
O27044,27044,2024-01-20,299.0,Enterprise,0
O27045,27045,2024-01-05,44.1,Basic,0
O27047,27047,2024-01-23,269.1,Enterprise,0
O27053,27053,2024-01-23,99.0,Pro,0
O27055,27055,2024-01-14,44.1,Basic,0
O27061,27061,2024-01-05,299.0,Enterprise,0
O27067,27067,2024-01-15,99.0,Pro,0
O27077,27077,2024-01-25,89.1,Pro,0
O27078,27078,2024-01-15,49.0,Basic,0
O27099,27099,2024-01-15,89.1,Pro,0
O27116,27116,2024-01-17,99.0,Pro,0
O27120,27120,2024-01-16,269.1,Enterprise,0
O27132,27132,2024-01-19,269.1,Enterprise,0
O27133,27133,2024-01-03,99.0,Pro,0
O27136,27136,2024-01-08,44.1,Basic,0
O27142,27142,2024-01-14,44.1,Basic,0
O27162,27162,2024-01-13,89.1,Pro,0
O27163,27163,2024-01-23,49.0,Basic,0
O27182,27182,2024-01-13,49.0,Basic,1
O27188,27188,2024-01-08,99.0,Pro,0
O27193,27193,2024-01-14,99.0,Pro,0
O27195,27195,2024-01-18,49.0,Basic,0
O27196,27196,2024-01-05,99.0,Pro,0
O27207,27207,2024-01-07,269.1,Enterprise,0
O27208,27208,2024-01-04,269.1,Enterprise,0
O27215,27215,2024-01-21,44.1,Basic,0
O27218,27218,2024-01-16,89.1,Pro,0
O27227,27227,2024-01-21,269.1,Enterprise,0
O27230,27230,2024-01-10,44.1,Basic,0
O27234,27234,2024-01-04,269.1,Enterprise,0
O27244,27244,2024-01-17,44.1,Basic,0
O27250,27250,2024-01-10,99.0,Pro,0
O27255,27255,2024-01-11,49.0,Basic,0
O27267,27267,2024-01-20,99.0,Pro,0
O27275,27275,2024-01-14,89.1,Pro,0
O27279,27279,2024-01-03,269.1,Enterprise,0
O27282,27282,2024-01-15,49.0,Basic,0
O27285,27285,2024-01-09,269.1,Enterprise,0
O27293,27293,2024-01-12,299.0,Enterprise,0
O27297,27297,2024-01-08,49.0,Basic,0
O27303,27303,2024-01-14,99.0,Pro,0
O27309,27309,2024-01-06,49.0,Basic,0
O27320,27320,2024-01-09,299.0,Enterprise,0
O27321,27321,2024-01-06,44.1,Basic,0
O27323,27323,2024-01-09,269.1,Enterprise,0
O27332,27332,2024-01-18,269.1,Enterprise,0
O27333,27333,2024-01-22,299.0,Enterprise,0
O27339,27339,2024-01-06,89.1,Pro,0
O27344,27344,2024-01-17,269.1,Enterprise,0
O27345,27345,2024-01-19,89.1,Pro,0
O27347,27347,2024-01-02,299.0,Enterprise,0
O27350,27350,2024-01-23,299.0,Enterprise,0
O27356,27356,2024-01-17,89.1,Pro,0
O27360,27360,2024-01-18,299.0,Enterprise,0
O27364,27364,2024-01-15,99.0,Pro,0
O27369,27369,2024-01-23,89.1,Pro,0
O27379,27379,2024-01-17,99.0,Pro,0
O27381,27381,2024-01-08,269.1,Enterprise,0
O27400,27400,2024-01-21,89.1,Pro,0
O27402,27402,2024-01-11,299.0,Enterprise,0
O27409,27409,2024-01-07,44.1,Basic,1
O27420,27420,2024-01-13,269.1,Enterprise,0
O27421,27421,2024-01-16,99.0,Pro,1
O27422,27422,2024-01-20,269.1,Enterprise,0
O27423,27423,2024-01-05,49.0,Basic,0
O27426,27426,2024-01-07,299.0,Enterprise,0
O27437,27437,2024-01-07,44.1,Basic,0
O27449,27449,2024-01-19,269.1,Enterprise,0
O27455,27455,2024-01-20,99.0,Pro,0
O27460,27460,2024-01-20,269.1,Enterprise,0
O27471,27471,2024-01-12,269.1,Enterprise,0
O27479,27479,2024-01-10,299.0,Enterprise,0
O27480,27480,2024-01-04,44.1,Basic,0
O27486,27486,2024-01-15,269.1,Enterprise,0
O27487,27487,2024-01-13,44.1,Basic,0
O27497,27497,2024-01-20,269.1,Enterprise,1
O27504,27504,2024-01-08,44.1,Basic,0
O27510,27510,2024-01-19,44.1,Basic,0
O27515,27515,2024-01-26,44.1,Basic,0
O27523,27523,2024-01-14,89.1,Pro,0
O27527,27527,2024-01-18,49.0,Basic,0
O27551,27551,2024-01-20,89.1,Pro,0
O27552,27552,2024-01-14,44.1,Basic,0
O27559,27559,2024-01-10,269.1,Enterprise,0
O27561,27561,2024-01-09,99.0,Pro,0
O27568,27568,2024-01-13,89.1,Pro,0
O27569,27569,2024-01-25,49.0,Basic,0
O27583,27583,2024-01-16,44.1,Basic,0
O27585,27585,2024-01-07,269.1,Enterprise,0
O27589,27589,2024-01-20,299.0,Enterprise,0
O27593,27593,2024-01-18,44.1,Basic,0
O27595,27595,2024-01-16,269.1,Enterprise,0
O27598,27598,2024-01-12,44.1,Basic,0
O27600,27600,2024-01-16,269.1,Enterprise,0
O27603,27603,2024-01-18,44.1,Basic,0
O27604,27604,2024-01-20,49.0,Basic,0
O27612,27612,2024-01-17,269.1,Enterprise,0
O27617,27617,2024-01-22,299.0,Enterprise,0
O27621,27621,2024-01-19,89.1,Pro,0
O27624,27624,2024-01-20,44.1,Basic,0
O27629,27629,2024-01-07,99.0,Pro,0
O27633,27633,2024-01-20,299.0,Enterprise,0
O27642,27642,2024-01-16,44.1,Basic,0
O27649,27649,2024-01-12,89.1,Pro,0
O27650,27650,2024-01-20,269.1,Enterprise,0
O27656,27656,2024-01-10,99.0,Pro,0
O27664,27664,2024-01-07,89.1,Pro,0
O27671,27671,2024-01-07,299.0,Enterprise,0
O27675,27675,2024-01-09,299.0,Enterprise,0
O27694,27694,2024-01-03,44.1,Basic,0
O27695,27695,2024-01-25,44.1,Basic,0
O27696,27696,2024-01-13,269.1,Enterprise,0
O27704,27704,2024-01-13,44.1,Basic,0
O27712,27712,2024-01-07,99.0,Pro,0
O27713,27713,2024-01-14,44.1,Basic,1
O27719,27719,2024-01-11,44.1,Basic,0
O27720,27720,2024-01-17,269.1,Enterprise,0
O27731,27731,2024-01-03,99.0,Pro,0
O27732,27732,2024-01-10,89.1,Pro,0
O27745,27745,2024-01-12,89.1,Pro,0
O27753,27753,2024-01-18,99.0,Pro,0
O27757,27757,2024-01-16,44.1,Basic,1
O27758,27758,2024-01-23,44.1,Basic,0
O27770,27770,2024-01-09,99.0,Pro,0
O27776,27776,2024-01-15,49.0,Basic,0
O27781,27781,2024-01-18,269.1,Enterprise,0
O27782,27782,2024-01-15,269.1,Enterprise,0
O27788,27788,2024-01-14,299.0,Enterprise,0
O27793,27793,2024-01-07,269.1,Enterprise,0
O27794,27794,2024-01-17,89.1,Pro,0
O27804,27804,2024-01-25,49.0,Basic,0
O27806,27806,2024-01-22,89.1,Pro,0
O27816,27816,2024-01-22,44.1,Basic,0
O27820,27820,2024-01-05,99.0,Pro,0
O27850,27850,2024-01-20,89.1,Pro,0
O27854,27854,2024-01-12,44.1,Basic,0
O27856,27856,2024-01-07,44.1,Basic,0
O27861,27861,2024-01-13,269.1,Enterprise,0
O27866,27866,2024-01-05,99.0,Pro,0
O27873,27873,2024-01-14,89.1,Pro,0
O27877,27877,2024-01-10,44.1,Basic,0
O27879,27879,2024-01-19,269.1,Enterprise,0
O27880,27880,2024-01-14,89.1,Pro,0
O27885,27885,2024-01-07,99.0,Pro,0
O27892,27892,2024-01-16,269.1,Enterprise,0
O27895,27895,2024-01-26,89.1,Pro,0
O27897,27897,2024-01-08,89.1,Pro,0
O27899,27899,2024-01-13,299.0,Enterprise,0
O27906,27906,2024-01-07,269.1,Enterprise,0
O27914,27914,2024-01-12,299.0,Enterprise,0
O27921,27921,2024-01-06,89.1,Pro,0
O27926,27926,2024-01-24,89.1,Pro,0
O27937,27937,2024-01-21,269.1,Enterprise,0
O27943,27943,2024-01-08,89.1,Pro,0
O27948,27948,2024-01-07,89.1,Pro,0
O27954,27954,2024-01-19,44.1,Basic,0
O27958,27958,2024-01-09,299.0,Enterprise,0
O27964,27964,2024-01-12,89.1,Pro,0
O27969,27969,2024-01-13,44.1,Basic,0
O27975,27975,2024-01-05,44.1,Basic,1
O27982,27982,2024-01-10,89.1,Pro,0
O27988,27988,2024-01-16,269.1,Enterprise,0
O27989,27989,2024-01-19,269.1,Enterprise,0
O27997,27997,2024-01-04,89.1,Pro,0
O28014,28014,2024-01-02,299.0,Enterprise,0
O28032,28032,2024-01-19,99.0,Pro,0
O28035,28035,2024-01-05,49.0,Basic,0
O28037,28037,2024-01-20,89.1,Pro,1
O28049,28049,2024-01-03,89.1,Pro,0
O28056,28056,2024-01-16,299.0,Enterprise,0
O28064,28064,2024-01-18,49.0,Basic,0
O28071,28071,2024-01-23,269.1,Enterprise,0
O28072,28072,2024-01-19,269.1,Enterprise,0
O28073,28073,2024-01-10,269.1,Enterprise,0
O28078,28078,2024-01-15,269.1,Enterprise,0
O28079,28079,2024-01-15,99.0,Pro,0
O28085,28085,2024-01-07,299.0,Enterprise,0
O28091,28091,2024-01-17,89.1,Pro,0
O28096,28096,2024-01-15,44.1,Basic,0
O28098,28098,2024-01-17,89.1,Pro,0
O28099,28099,2024-01-09,99.0,Pro,0
O28107,28107,2024-01-16,269.1,Enterprise,0
O28111,28111,2024-01-08,49.0,Basic,0
O28128,28128,2024-01-09,89.1,Pro,0
O28137,28137,2024-01-21,299.0,Enterprise,1
O28138,28138,2024-01-11,44.1,Basic,0
O28145,28145,2024-01-08,299.0,Enterprise,0
O28156,28156,2024-01-06,269.1,Enterprise,0
O28168,28168,2024-01-16,49.0,Basic,1
O28173,28173,2024-01-10,89.1,Pro,0
O28177,28177,2024-01-21,49.0,Basic,0
O28178,28178,2024-01-18,89.1,Pro,0
O28181,28181,2024-01-12,269.1,Enterprise,0
O28187,28187,2024-01-26,269.1,Enterprise,0
O28190,28190,2024-01-11,269.1,Enterprise,0
O28203,28203,2024-01-10,44.1,Basic,0
O28209,28209,2024-01-10,44.1,Basic,0
O28211,28211,2024-01-22,49.0,Basic,0
O28222,28222,2024-01-17,49.0,Basic,0
O28224,28224,2024-01-13,299.0,Enterprise,0
O28225,28225,2024-01-21,89.1,Pro,0
O28228,28228,2024-01-17,269.1,Enterprise,0
O28230,28230,2024-01-17,269.1,Enterprise,0
O28231,28231,2024-01-04,89.1,Pro,0
O28235,28235,2024-01-07,44.1,Basic,0
O28243,28243,2024-01-23,89.1,Pro,0
O28247,28247,2024-01-08,44.1,Basic,0
O28256,28256,2024-01-05,299.0,Enterprise,0
O28266,28266,2024-01-24,89.1,Pro,0
O28268,28268,2024-01-06,44.1,Basic,0
O28276,28276,2024-01-08,299.0,Enterprise,0
O28285,28285,2024-01-16,99.0,Pro,1
O28294,28294,2024-01-20,269.1,Enterprise,0
O28295,28295,2024-01-17,99.0,Pro,0
O28298,28298,2024-01-07,49.0,Basic,0
O28300,28300,2024-01-16,89.1,Pro,0
O28302,28302,2024-01-09,44.1,Basic,0
O28303,28303,2024-01-13,89.1,Pro,0
O28307,28307,2024-01-17,299.0,Enterprise,0
O28311,28311,2024-01-15,99.0,Pro,0
O28315,28315,2024-01-16,89.1,Pro,0
O28336,28336,2024-01-07,269.1,Enterprise,0
O28338,28338,2024-01-22,44.1,Basic,0
O28343,28343,2024-01-12,49.0,Basic,0
O28346,28346,2024-01-12,299.0,Enterprise,0
O28354,28354,2024-01-20,44.1,Basic,0
O28356,28356,2024-01-26,44.1,Basic,0
O28372,28372,2024-01-14,44.1,Basic,0
O28376,28376,2024-01-18,299.0,Enterprise,0
O28382,28382,2024-01-06,99.0,Pro,0
O28395,28395,2024-01-07,299.0,Enterprise,0
O28396,28396,2024-01-12,89.1,Pro,0
O28399,28399,2024-01-06,299.0,Enterprise,0
O28400,28400,2024-01-13,89.1,Pro,0
O28402,28402,2024-01-20,89.1,Pro,0
O28405,28405,2024-01-07,89.1,Pro,0
O28407,28407,2024-01-09,99.0,Pro,0
O28412,28412,2024-01-10,299.0,Enterprise,0
O28416,28416,2024-01-14,49.0,Basic,0
O28422,28422,2024-01-13,44.1,Basic,1
O28431,28431,2024-01-15,99.0,Pro,0
O28438,28438,2024-01-16,89.1,Pro,0
O28441,28441,2024-01-09,49.0,Basic,0
O28446,28446,2024-01-23,44.1,Basic,0
O28455,28455,2024-01-13,269.1,Enterprise,0
O28457,28457,2024-01-25,269.1,Enterprise,0
O28458,28458,2024-01-19,99.0,Pro,0
O28462,28462,2024-01-07,299.0,Enterprise,0
O28467,28467,2024-01-19,44.1,Basic,0
O28473,28473,2024-01-15,44.1,Basic,0
O28474,28474,2024-01-04,89.1,Pro,0
O28484,28484,2024-01-11,269.1,Enterprise,0
O28490,28490,2024-01-21,49.0,Basic,1
O28494,28494,2024-01-13,269.1,Enterprise,0
O28497,28497,2024-01-19,49.0,Basic,0
O28502,28502,2024-01-11,269.1,Enterprise,0
O28513,28513,2024-01-18,99.0,Pro,0
O28519,28519,2024-01-12,89.1,Pro,0
O28522,28522,2024-01-21,44.1,Basic,0
O28527,28527,2024-01-25,49.0,Basic,0
O28538,28538,2024-01-20,89.1,Pro,0
O28542,28542,2024-01-06,44.1,Basic,0
O28545,28545,2024-01-14,44.1,Basic,0
O28567,28567,2024-01-17,89.1,Pro,0
O28570,28570,2024-01-06,44.1,Basic,0
O28571,28571,2024-01-06,269.1,Enterprise,0
O28575,28575,2024-01-24,299.0,Enterprise,0
O28578,28578,2024-01-16,299.0,Enterprise,0
O28587,28587,2024-01-16,89.1,Pro,0
O28610,28610,2024-01-08,99.0,Pro,0
O28612,28612,2024-01-17,99.0,Pro,0
O28615,28615,2024-01-13,269.1,Enterprise,0
O28618,28618,2024-01-10,299.0,Enterprise,0
O28629,28629,2024-01-18,89.1,Pro,0
O28634,28634,2024-01-13,89.1,Pro,0
O28643,28643,2024-01-20,89.1,Pro,0
O28648,28648,2024-01-07,269.1,Enterprise,0
O28650,28650,2024-01-14,99.0,Pro,0
O28651,28651,2024-01-14,89.1,Pro,0
O28654,28654,2024-01-15,269.1,Enterprise,0
O28658,28658,2024-01-07,299.0,Enterprise,0
O28664,28664,2024-01-23,299.0,Enterprise,1
O28675,28675,2024-01-05,44.1,Basic,0
O28692,28692,2024-01-21,89.1,Pro,0
O28693,28693,2024-01-11,89.1,Pro,0
O28722,28722,2024-01-19,49.0,Basic,0
O28724,28724,2024-01-21,44.1,Basic,0
O28729,28729,2024-01-05,89.1,Pro,0
O28733,28733,2024-01-11,99.0,Pro,0
O28738,28738,2024-01-08,49.0,Basic,0
O28759,28759,2024-01-06,299.0,Enterprise,0
O28760,28760,2024-01-21,49.0,Basic,0
O28766,28766,2024-01-14,49.0,Basic,0
O28770,28770,2024-01-06,299.0,Enterprise,0
O28780,28780,2024-01-21,99.0,Pro,0
O28782,28782,2024-01-05,99.0,Pro,0
O28787,28787,2024-01-05,49.0,Basic,0
O28789,28789,2024-01-20,299.0,Enterprise,0
O28801,28801,2024-01-11,89.1,Pro,0
O28802,28802,2024-01-06,89.1,Pro,0
O28803,28803,2024-01-06,89.1,Pro,0
O28808,28808,2024-01-18,269.1,Enterprise,0
O28819,28819,2024-01-23,44.1,Basic,1
O28820,28820,2024-01-24,89.1,Pro,0
O28849,28849,2024-01-19,99.0,Pro,0
O28850,28850,2024-01-15,49.0,Basic,0
O28852,28852,2024-01-16,299.0,Enterprise,0
O28870,28870,2024-01-05,299.0,Enterprise,0
O28871,28871,2024-01-21,89.1,Pro,0
O28880,28880,2024-01-17,89.1,Pro,0
O28883,28883,2024-01-19,269.1,Enterprise,0
O28884,28884,2024-01-11,269.1,Enterprise,0
O28888,28888,2024-01-11,44.1,Basic,0
O28893,28893,2024-01-10,269.1,Enterprise,0
O28901,28901,2024-01-12,269.1,Enterprise,0
O28939,28939,2024-01-16,89.1,Pro,0
O28960,28960,2024-01-20,89.1,Pro,0
O28962,28962,2024-01-20,269.1,Enterprise,0
O28973,28973,2024-01-19,49.0,Basic,0
O28974,28974,2024-01-19,44.1,Basic,0
O28980,28980,2024-01-23,269.1,Enterprise,0
O28994,28994,2024-01-20,269.1,Enterprise,0
O29018,29018,2024-01-22,44.1,Basic,0
O29028,29028,2024-01-16,49.0,Basic,0
O29036,29036,2024-01-19,99.0,Pro,0
O29038,29038,2024-01-06,89.1,Pro,0
O29047,29047,2024-01-13,269.1,Enterprise,0
O29051,29051,2024-01-09,99.0,Pro,0
O29056,29056,2024-01-07,89.1,Pro,0
O29057,29057,2024-01-11,99.0,Pro,0
O29059,29059,2024-01-12,299.0,Enterprise,0
O29068,29068,2024-01-23,44.1,Basic,0
O29070,29070,2024-01-14,269.1,Enterprise,0
O29079,29079,2024-01-18,49.0,Basic,0
O29081,29081,2024-01-07,99.0,Pro,0
O29083,29083,2024-01-22,49.0,Basic,0
O29092,29092,2024-01-09,49.0,Basic,0
O29095,29095,2024-01-12,269.1,Enterprise,1
O29102,29102,2024-01-14,44.1,Basic,0
O29119,29119,2024-01-16,44.1,Basic,0
O29120,29120,2024-01-16,89.1,Pro,0
O29126,29126,2024-01-18,299.0,Enterprise,0
O29132,29132,2024-01-20,49.0,Basic,0
O29138,29138,2024-01-20,269.1,Enterprise,0
O29139,29139,2024-01-06,99.0,Pro,0
O29150,29150,2024-01-15,44.1,Basic,0
O29154,29154,2024-01-11,44.1,Basic,0
O29165,29165,2024-01-20,99.0,Pro,0
O29167,29167,2024-01-17,44.1,Basic,0
O29169,29169,2024-01-23,269.1,Enterprise,0
O29174,29174,2024-01-12,44.1,Basic,0
O29176,29176,2024-01-10,44.1,Basic,0
O29178,29178,2024-01-23,44.1,Basic,0
O29183,29183,2024-01-11,269.1,Enterprise,0
O29187,29187,2024-01-13,269.1,Enterprise,0
O29188,29188,2024-01-05,269.1,Enterprise,0
O29196,29196,2024-01-04,269.1,Enterprise,0
O29202,29202,2024-01-14,269.1,Enterprise,0
O29207,29207,2024-01-19,44.1,Basic,0
O29223,29223,2024-01-08,269.1,Enterprise,0
O29234,29234,2024-01-19,269.1,Enterprise,0
O29238,29238,2024-01-17,44.1,Basic,0
O29240,29240,2024-01-03,299.0,Enterprise,1
O29244,29244,2024-01-09,89.1,Pro,1
O29248,29248,2024-01-20,49.0,Basic,0
O29249,29249,2024-01-22,269.1,Enterprise,0
O29257,29257,2024-01-23,99.0,Pro,0
O29262,29262,2024-01-10,269.1,Enterprise,0
O29267,29267,2024-01-12,269.1,Enterprise,0
O29269,29269,2024-01-07,299.0,Enterprise,0
O29273,29273,2024-01-18,44.1,Basic,0
O29274,29274,2024-01-04,44.1,Basic,0
O29292,29292,2024-01-16,49.0,Basic,0
O29293,29293,2024-01-06,269.1,Enterprise,0
O29315,29315,2024-01-06,269.1,Enterprise,0
O29325,29325,2024-01-12,269.1,Enterprise,0
O29330,29330,2024-01-19,299.0,Enterprise,0
O29336,29336,2024-01-12,299.0,Enterprise,0
O29337,29337,2024-01-20,299.0,Enterprise,0
O29345,29345,2024-01-19,269.1,Enterprise,0
O29346,29346,2024-01-09,44.1,Basic,0
O29355,29355,2024-01-15,44.1,Basic,0
O29356,29356,2024-01-05,89.1,Pro,0
O29359,29359,2024-01-13,99.0,Pro,0
O29368,29368,2024-01-10,89.1,Pro,0
O29380,29380,2024-01-14,89.1,Pro,0
O29387,29387,2024-01-18,99.0,Pro,0
O29403,29403,2024-01-19,269.1,Enterprise,0
O29406,29406,2024-01-05,99.0,Pro,0
O29422,29422,2024-01-12,49.0,Basic,0
O29439,29439,2024-01-07,89.1,Pro,0
O29444,29444,2024-01-21,44.1,Basic,0
O29453,29453,2024-01-19,299.0,Enterprise,0
O29454,29454,2024-01-19,299.0,Enterprise,0
O29458,29458,2024-01-20,49.0,Basic,0
O29460,29460,2024-01-15,89.1,Pro,0
O29483,29483,2024-01-10,269.1,Enterprise,0
O29490,29490,2024-01-15,99.0,Pro,0
O29491,29491,2024-01-18,299.0,Enterprise,0
O29501,29501,2024-01-10,49.0,Basic,0
O29514,29514,2024-01-08,89.1,Pro,0
O29518,29518,2024-01-18,269.1,Enterprise,0
O29522,29522,2024-01-14,44.1,Basic,0
O29540,29540,2024-01-09,269.1,Enterprise,0
O29549,29549,2024-01-15,44.1,Basic,0
O29555,29555,2024-01-20,299.0,Enterprise,0
O29556,29556,2024-01-08,299.0,Enterprise,0
O29563,29563,2024-01-05,89.1,Pro,0
O29573,29573,2024-01-14,89.1,Pro,0
O29585,29585,2024-01-15,49.0,Basic,0
O29586,29586,2024-01-20,44.1,Basic,0
O29597,29597,2024-01-17,299.0,Enterprise,0
O29600,29600,2024-01-07,44.1,Basic,0
O29603,29603,2024-01-08,299.0,Enterprise,0
O29617,29617,2024-01-16,89.1,Pro,0
O29624,29624,2024-01-03,89.1,Pro,0
O29629,29629,2024-01-26,49.0,Basic,0
O29645,29645,2024-01-17,49.0,Basic,1
O29653,29653,2024-01-11,269.1,Enterprise,0
O29659,29659,2024-01-17,89.1,Pro,0
O29662,29662,2024-01-18,44.1,Basic,0
O29679,29679,2024-01-20,44.1,Basic,0
O29689,29689,2024-01-14,49.0,Basic,1
O29692,29692,2024-01-16,269.1,Enterprise,0
O29695,29695,2024-01-15,44.1,Basic,0
O29701,29701,2024-01-18,44.1,Basic,0
O29705,29705,2024-01-22,99.0,Pro,0
O29707,29707,2024-01-11,89.1,Pro,0
O29716,29716,2024-01-09,269.1,Enterprise,0
O29723,29723,2024-01-07,99.0,Pro,0
O29726,29726,2024-01-16,89.1,Pro,0
O29735,29735,2024-01-20,49.0,Basic,0
O29736,29736,2024-01-12,269.1,Enterprise,0
O29741,29741,2024-01-17,99.0,Pro,0
O29743,29743,2024-01-07,89.1,Pro,0
O29766,29766,2024-01-23,299.0,Enterprise,0
O29776,29776,2024-01-23,49.0,Basic,0
O29777,29777,2024-01-09,49.0,Basic,0
O29784,29784,2024-01-17,44.1,Basic,0
O29794,29794,2024-01-26,89.1,Pro,0
O29802,29802,2024-01-03,269.1,Enterprise,0
O29805,29805,2024-01-11,49.0,Basic,0
O29818,29818,2024-01-19,99.0,Pro,0
O29819,29819,2024-01-17,44.1,Basic,0
O29820,29820,2024-01-10,89.1,Pro,0
O29822,29822,2024-01-18,269.1,Enterprise,0
O29826,29826,2024-01-25,269.1,Enterprise,0
O29827,29827,2024-01-24,44.1,Basic,0
O29828,29828,2024-01-16,89.1,Pro,1
O29830,29830,2024-01-20,99.0,Pro,0
O29835,29835,2024-01-09,44.1,Basic,0
O29837,29837,2024-01-20,299.0,Enterprise,0
O29843,29843,2024-01-16,44.1,Basic,0
O29847,29847,2024-01-08,44.1,Basic,0
O29854,29854,2024-01-22,269.1,Enterprise,0
O29858,29858,2024-01-14,49.0,Basic,0
O29859,29859,2024-01-08,269.1,Enterprise,0
O29867,29867,2024-01-22,44.1,Basic,0
O29885,29885,2024-01-08,299.0,Enterprise,0
O29892,29892,2024-01-24,49.0,Basic,0
O29893,29893,2024-01-14,89.1,Pro,0
O29899,29899,2024-01-08,299.0,Enterprise,0
O29906,29906,2024-01-05,89.1,Pro,0
O29912,29912,2024-01-19,299.0,Enterprise,0
O29922,29922,2024-01-12,269.1,Enterprise,0
O29923,29923,2024-01-23,299.0,Enterprise,0
O29964,29964,2024-01-08,89.1,Pro,0
O29965,29965,2024-01-20,269.1,Enterprise,1
O29966,29966,2024-01-08,89.1,Pro,0
O29971,29971,2024-01-09,299.0,Enterprise,0
O29984,29984,2024-01-12,269.1,Enterprise,0
O30010,30010,2024-01-13,269.1,Enterprise,0
O30017,30017,2024-01-23,299.0,Enterprise,0
O30019,30019,2024-01-10,269.1,Enterprise,0
O30027,30027,2024-01-09,49.0,Basic,0
O30034,30034,2024-01-21,89.1,Pro,0
O30039,30039,2024-01-06,49.0,Basic,0
O30041,30041,2024-01-17,89.1,Pro,0
O30058,30058,2024-01-10,299.0,Enterprise,0
O30060,30060,2024-01-08,269.1,Enterprise,0
O30061,30061,2024-01-07,299.0,Enterprise,0
O30065,30065,2024-01-13,44.1,Basic,0
O30071,30071,2024-01-08,49.0,Basic,0
O30076,30076,2024-01-08,99.0,Pro,0
O30084,30084,2024-01-18,44.1,Basic,0
O30086,30086,2024-01-14,89.1,Pro,0
O30088,30088,2024-01-13,99.0,Pro,0
O30099,30099,2024-01-04,44.1,Basic,0
O30105,30105,2024-01-15,89.1,Pro,0
O30115,30115,2024-01-16,44.1,Basic,0
O30126,30126,2024-01-09,49.0,Basic,0
O30131,30131,2024-01-18,269.1,Enterprise,0
O30134,30134,2024-01-10,99.0,Pro,0
O30142,30142,2024-01-09,269.1,Enterprise,0
O30148,30148,2024-01-16,269.1,Enterprise,0
O30149,30149,2024-01-11,89.1,Pro,0
O30151,30151,2024-01-20,89.1,Pro,0
O30158,30158,2024-01-12,89.1,Pro,0
O30165,30165,2024-01-10,49.0,Basic,0
O30175,30175,2024-01-08,49.0,Basic,0
O30179,30179,2024-01-08,44.1,Basic,0
O30183,30183,2024-01-07,269.1,Enterprise,0
O30184,30184,2024-01-12,269.1,Enterprise,0
O30195,30195,2024-01-13,49.0,Basic,0
O30200,30200,2024-01-16,299.0,Enterprise,0
O30206,30206,2024-01-14,89.1,Pro,0
O30214,30214,2024-01-06,299.0,Enterprise,0
O30219,30219,2024-01-13,99.0,Pro,0
O30228,30228,2024-01-20,44.1,Basic,0
O30240,30240,2024-01-21,44.1,Basic,0
O30251,30251,2024-01-13,89.1,Pro,1
O30252,30252,2024-01-24,299.0,Enterprise,0
O30262,30262,2024-01-18,99.0,Pro,0
O30271,30271,2024-01-11,49.0,Basic,0
O30273,30273,2024-01-19,49.0,Basic,0
O30278,30278,2024-01-24,44.1,Basic,0
O30285,30285,2024-01-17,49.0,Basic,0
O30286,30286,2024-01-21,89.1,Pro,0
O30287,30287,2024-01-18,99.0,Pro,0
O30298,30298,2024-01-04,299.0,Enterprise,0
O30304,30304,2024-01-16,89.1,Pro,0
O30306,30306,2024-01-22,89.1,Pro,0
O30308,30308,2024-01-17,99.0,Pro,0
O30331,30331,2024-01-16,299.0,Enterprise,0
O30338,30338,2024-01-13,99.0,Pro,0
O30339,30339,2024-01-12,49.0,Basic,0
O30345,30345,2024-01-09,99.0,Pro,0
O30348,30348,2024-01-09,269.1,Enterprise,0
O30349,30349,2024-01-08,89.1,Pro,0
O30357,30357,2024-01-17,269.1,Enterprise,0
O30384,30384,2024-01-19,44.1,Basic,0
O30385,30385,2024-01-20,299.0,Enterprise,0
O30396,30396,2024-01-20,99.0,Pro,0
O30400,30400,2024-01-14,44.1,Basic,0
O30414,30414,2024-01-10,299.0,Enterprise,0
O30427,30427,2024-01-22,89.1,Pro,0
O30428,30428,2024-01-15,49.0,Basic,0
O30443,30443,2024-01-05,49.0,Basic,0
O30458,30458,2024-01-18,99.0,Pro,0
O30462,30462,2024-01-08,299.0,Enterprise,0
O30469,30469,2024-01-23,269.1,Enterprise,0
O30493,30493,2024-01-04,99.0,Pro,0
O30499,30499,2024-01-07,299.0,Enterprise,0
